"table_name","column_name","data_type","length","precision_scale","nullable","default_value","primary_key","foreign_key","foreign_table","foreign_column","classification","approvalStatus","validation_rule"
"chart_versions","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"chart_versions","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_versions","change_reason","VARCHAR","240","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"chart_versions","chart_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","charts","id","P0_CORE","APPROVED","NOT NULL; FK charts.id; FOREIGN KEY to charts.id"
"chart_versions","chart_snapshot_json","JSON","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; JSON_VALID"
"chart_versions","version_no","INT","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"chart_field_mappings","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL; PRIMARY KEY"
"chart_field_mappings","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","REJECTED_OR_MERGED","MERGED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"chart_field_mappings","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","N/A"
"chart_field_mappings","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"chart_field_mappings","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","Required by service when status is changed"
"chart_field_mappings","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","REJECTED_OR_MERGED","MERGED","FK user_profiles.id; set null if user profile is removed"
"chart_field_mappings","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL"
"chart_field_mappings","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL; valid timestamp"
"chart_field_mappings","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","REJECTED_OR_MERGED","MERGED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_field_mappings","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","valid timestamp"
"chart_field_mappings","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","REJECTED_OR_MERGED","MERGED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_field_mappings","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","valid timestamp"
"chart_field_mappings","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","REJECTED_OR_MERGED","MERGED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_field_mappings","aggregation","VARCHAR","40","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","ENUM/CHECK; ENUM/CHECK aggregation_type"
"chart_field_mappings","chart_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","charts","id","REJECTED_OR_MERGED","MERGED","NOT NULL; FK charts.id; FOREIGN KEY to charts.id"
"chart_field_mappings","data_source_column_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","data_source_columns","id","REJECTED_OR_MERGED","MERGED","FK data_source_columns.id; FOREIGN KEY to data_source_columns.id"
"chart_field_mappings","dataset_field_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","dataset_fields","id","REJECTED_OR_MERGED","MERGED","FK dataset_fields.id; FOREIGN KEY to dataset_fields.id"
"chart_field_mappings","field_name","VARCHAR","160","N/A","NO","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL"
"chart_field_mappings","role_mapping_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","JSON_VALID"
"chart_field_mappings","slot_id","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL; ENUM/CHECK; ENUM/CHECK mapping_slot"
"chart_field_mappings","slot_order","INT","N/A","N/A","NO","0","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL"
"chart_settings","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL; PRIMARY KEY"
"chart_settings","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","REJECTED_OR_MERGED","MERGED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"chart_settings","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","N/A"
"chart_settings","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"chart_settings","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","Required by service when status is changed"
"chart_settings","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","REJECTED_OR_MERGED","MERGED","FK user_profiles.id; set null if user profile is removed"
"chart_settings","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL"
"chart_settings","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","JSON_VALID"
"chart_settings","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL; valid timestamp"
"chart_settings","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","REJECTED_OR_MERGED","MERGED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_settings","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","valid timestamp"
"chart_settings","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","REJECTED_OR_MERGED","MERGED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_settings","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","valid timestamp"
"chart_settings","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","REJECTED_OR_MERGED","MERGED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_settings","chart_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","charts","id","REJECTED_OR_MERGED","MERGED","NOT NULL; FK charts.id; FOREIGN KEY to charts.id"
"chart_settings","setting_group","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL"
"chart_settings","setting_key","VARCHAR","120","N/A","NO","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL"
"chart_settings","setting_value_json","JSON","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL; JSON_VALID"
"chart_filters","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL; PRIMARY KEY"
"chart_filters","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","REJECTED_OR_MERGED","MERGED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"chart_filters","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","N/A"
"chart_filters","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"chart_filters","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","Required by service when status is changed"
"chart_filters","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","REJECTED_OR_MERGED","MERGED","FK user_profiles.id; set null if user profile is removed"
"chart_filters","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL"
"chart_filters","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL; valid timestamp"
"chart_filters","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","REJECTED_OR_MERGED","MERGED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_filters","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","valid timestamp"
"chart_filters","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","REJECTED_OR_MERGED","MERGED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_filters","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","valid timestamp"
"chart_filters","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","REJECTED_OR_MERGED","MERGED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_filters","chart_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","charts","id","REJECTED_OR_MERGED","MERGED","NOT NULL; FK charts.id; FOREIGN KEY to charts.id"
"chart_filters","field_name","VARCHAR","160","N/A","NO","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL"
"chart_filters","filter_value_json","JSON","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL; JSON_VALID"
"chart_filters","is_runtime_filter","TINYINT","1","N/A","NO","0","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL"
"chart_filters","operator","VARCHAR","40","N/A","NO","'equals'","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL; ENUM/CHECK; ENUM/CHECK operator_type"
"chart_query_bindings","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL; PRIMARY KEY"
"chart_query_bindings","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","REJECTED_OR_MERGED","MERGED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"chart_query_bindings","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","N/A"
"chart_query_bindings","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"chart_query_bindings","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","Required by service when status is changed"
"chart_query_bindings","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","REJECTED_OR_MERGED","MERGED","FK user_profiles.id; set null if user profile is removed"
"chart_query_bindings","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL"
"chart_query_bindings","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL; valid timestamp"
"chart_query_bindings","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","REJECTED_OR_MERGED","MERGED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_query_bindings","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","valid timestamp"
"chart_query_bindings","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","REJECTED_OR_MERGED","MERGED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_query_bindings","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","valid timestamp"
"chart_query_bindings","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","REJECTED_OR_MERGED","MERGED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_query_bindings","chart_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","charts","id","REJECTED_OR_MERGED","MERGED","NOT NULL; FK charts.id; FOREIGN KEY to charts.id"
"chart_query_bindings","custom_sql","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","N/A"
"chart_query_bindings","dataset_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","datasets","id","REJECTED_OR_MERGED","MERGED","FK datasets.id; FOREIGN KEY to datasets.id"
"chart_query_bindings","generated_sql","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","N/A"
"chart_query_bindings","last_run_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","valid timestamp"
"chart_query_bindings","query_mode","VARCHAR","40","N/A","NO","'generated'","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL"
"chart_query_bindings","sql_query_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","sql_queries","id","REJECTED_OR_MERGED","MERGED","FK sql_queries.id; FOREIGN KEY to sql_queries.id"
"chart_analytics_overlays","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; PRIMARY KEY"
"chart_analytics_overlays","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"chart_analytics_overlays","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","N/A"
"chart_analytics_overlays","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"chart_analytics_overlays","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","Required by service when status is changed"
"chart_analytics_overlays","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","FK user_profiles.id; set null if user profile is removed"
"chart_analytics_overlays","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL"
"chart_analytics_overlays","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; valid timestamp"
"chart_analytics_overlays","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_analytics_overlays","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","valid timestamp"
"chart_analytics_overlays","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_analytics_overlays","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","valid timestamp"
"chart_analytics_overlays","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_analytics_overlays","chart_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","charts","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; FK charts.id; FOREIGN KEY to charts.id"
"chart_analytics_overlays","field_name","VARCHAR","160","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","N/A"
"chart_analytics_overlays","numeric_value","DECIMAL","N/A","18,4","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","N/A"
"chart_analytics_overlays","overlay_config_json","JSON","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; JSON_VALID"
"chart_analytics_overlays","overlay_type","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL"
"data_source_types","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; PRIMARY KEY"
"data_source_types","code","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"data_source_types","name","VARCHAR","180","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"data_source_types","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"data_source_types","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"data_source_types","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","Required by service when status is changed"
"data_source_types","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; set null if user profile is removed"
"data_source_types","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"data_source_types","sort_order","INT","N/A","N/A","NO","0","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"data_source_types","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","JSON_VALID"
"data_source_types","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; valid timestamp"
"data_source_types","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"data_source_types","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"data_source_types","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"data_source_types","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"data_source_types","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"data_source_types","capabilities_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","JSON_VALID"
"data_source_types","connection_mode","VARCHAR","40","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; ENUM/CHECK; ENUM/CHECK connection_mode"
"data_source_types","driver_key","VARCHAR","120","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"data_source_connections","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; PRIMARY KEY"
"data_source_connections","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P0_CORE","APPROVED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"data_source_connections","branch_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","branches","id","P0_CORE","APPROVED","FK branches.id; nullable for organization-level records"
